"Symbol"	"Entrez"	"Description"
"PHF2"	"5253"	"PHD finger protein 2"
"RPS26"	"6231"	"ribosomal protein S26"
"C14orf178"	"283579"	"chromosome 14 open reading frame 178"
"PTMAP2"	"-"	"-"
"SCGB1D4"	"404552"	"secretoglobin family 1D member 4"
"PSAP"	"5660"	"prosaposin"
"S100A10"	"6281"	"S100 calcium binding protein A10"
"CFAP43"	"80217"	"cilia and flagella associated protein 43"
"LHFPL5"	"222662"	"LHFPL tetraspan subfamily member 5"
"RPL37A"	"6168"	"ribosomal protein L37a"
"HOXC6"	"3223"	"homeobox C6"
"TXNRD3"	"114112"	"thioredoxin reductase 3"
"CFD"	"1675"	"complement factor D"
"STPG3"	"441476"	"sperm-tail PG-rich repeat containing 3"
"MAP1LC3C"	"440738"	"microtubule associated protein 1 light chain 3 gamma"
"MCMBP"	"79892"	"minichromosome maintenance complex binding protein"
"EME2"	"197342"	"essential meiotic structure-specific endonuclease subunit 2"
"KLHDC1"	"122773"	"kelch domain containing 1"
"ZNF81"	"347344"	"zinc finger protein 81"
"TAF13"	"6884"	"TATA-box binding protein associated factor 13"
"ZNF780A"	"284323"	"zinc finger protein 780A"
"ATAD3A"	"55210"	"ATPase family AAA domain containing 3A"
"OR5B17"	"219965"	"olfactory receptor family 5 subfamily B member 17"
"OR52M1"	"119772"	"olfactory receptor family 52 subfamily M member 1"
"IGKV7-3"	"-"	"-"
"FAM118B"	"79607"	"family with sequence similarity 118 member B"
"ZNF461"	"92283"	"zinc finger protein 461"
"ENSG00000197813"	"-"	"-"
"ENSG00000197815"	"-"	"-"
"CCDC180"	"100499483"	"coiled-coil domain containing 180"
"SLC9A8"	"23315"	"solute carrier family 9 member A8"
"OCLN"	"100506658"	"occludin"
"CFAP299"	"255119"	"cilia and flagella associated protein 299"
"H4C16"	"121504"	"H4 histone 16"
"CYP2A13"	"1553"	"cytochrome P450 family 2 subfamily A member 13"
"ZNF181"	"339318"	"zinc finger protein 181"
"SLC22A20P"	"-"	"-"
"OR8G1"	"26494"	"olfactory receptor family 8 subfamily G member 1"
"INKA2"	"55924"	"inka box actin regulator 2"
"ZNF44"	"51710"	"zinc finger protein 44"
"GPAA1"	"8733"	"glycosylphosphatidylinositol anchor attachment 1"
"ADAMTSL2"	"9719"	"ADAMTS like 2"
"SGTB"	"54557"	"small glutamine rich tetratricopeptide repeat co-chaperone beta"
"ZNF790"	"388536"	"zinc finger protein 790"
"OR5M12P"	"-"	"-"
"PRB3"	"5544"	"proline rich protein BstNI subfamily 3"
"CYRIA"	"81553"	"CYFIP related Rac1 interactor A"
"MYO1C"	"4641"	"myosin IC"
"MDS2"	"259283"	"myelodysplastic syndrome 2 translocation associated"
"OR7E13P"	"-"	"-"
"NKIRAS1"	"28512"	"NFKB inhibitor interacting Ras like 1"
"OR1S2"	"219958"	"olfactory receptor family 1 subfamily S member 2"
"UGT2B17"	"7367"	"UDP glucuronosyltransferase family 2 member B17"
"MEIG1"	"644890"	"meiosis/spermiogenesis associated 1"
"SLC22A12"	"116085"	"solute carrier family 22 member 12"
"KIF13B"	"23303"	"kinesin family member 13B"
"NRAP"	"4892"	"nebulin related anchoring protein"
"ADH5"	"128"	"alcohol dehydrogenase 5 (class III), chi polypeptide"
"SLC22A6"	"9356"	"solute carrier family 22 member 6"
"H2BC12"	"85236"	"H2B clustered histone 12"
"TEAD4"	"7004"	"TEA domain transcription factor 4"
"SPG7"	"101930112"	"SPG7 matrix AAA peptidase subunit, paraplegin"
"HRNR"	"388697"	"hornerin"
"IFNA1"	"3439"	"interferon alpha 1"
"HES5"	"388585"	"hes family bHLH transcription factor 5"
"NBEAP2"	"-"	"-"
"ZNF677"	"342926"	"zinc finger protein 677"
"ERO1A"	"30001"	"endoplasmic reticulum oxidoreductase 1 alpha"
"ZNF823"	"55552"	"zinc finger protein 823"
"CYYR1-AS1"	"100996571"	"CYYR1 antisense RNA 1"
"ZNF311"	"282890"	"zinc finger protein 311"
"ZNF347"	"84671"	"zinc finger protein 347"
"OR5H2"	"79310"	"olfactory receptor family 5 subfamily H member 2"
"PLCG2"	"5336"	"phospholipase C gamma 2"
"FCHSD1"	"89848"	"FCH and double SH3 domains 1"
"ZNF71"	"58491"	"zinc finger protein 71"
"AADACL2"	"344752"	"arylacetamide deacetylase like 2"
"S100A6"	"6277"	"S100 calcium binding protein A6"
"RPL12"	"6136"	"ribosomal protein L12"
"DNM3"	"26052"	"dynamin 3"
"ZNF121"	"7675"	"zinc finger protein 121"
"MPZL1"	"9019"	"myelin protein zero like 1"
"VPS13A"	"23230"	"vacuolar protein sorting 13 homolog A"
"MBP"	"4155"	"myelin basic protein"
"ELOVL2"	"54898"	"ELOVL fatty acid elongase 2"
"GOLGA6L9"	"440295"	"golgin A6 family like 9"
"LEKR1"	"389170"	"leucine, glutamate and lysine rich 1"
"C1orf122"	"127687"	"chromosome 1 open reading frame 122"
"OR51A8P"	"-"	"-"
"SNHG12"	"85028"	"small nucleolar RNA host gene 12"
"ZNF734P"	"-"	"-"
"ENSG00000197991"	"64881"	"novel protein"
"CLEC9A"	"283420"	"C-type lectin domain containing 9A"
"KEL"	"3792"	"Kell metallo-endopeptidase (Kell blood group)"
"NOL8"	"55035"	"nucleolar protein 8"
"IRAK4"	"51135"	"interleukin 1 receptor associated kinase 4"
"ODAD3"	"115948"	"outer dynein arm docking complex subunit 3"
"DLGAP2"	"9228"	"DLG associated protein 2"
"MRPL42"	"28977"	"mitochondrial ribosomal protein L42"
"ENTPD7"	"57089"	"ectonucleoside triphosphate diphosphohydrolase 7"
"SPANXA1"	"30014"	"sperm protein associated with the nucleus, X-linked, family member A1"
"SAGE2P"	"-"	"-"
"ZNF335"	"63925"	"zinc finger protein 335"
"ZNF560"	"147741"	"zinc finger protein 560"
"TUBA3C"	"7278"	"tubulin alpha 3c"
"RPS4X"	"6191"	"ribosomal protein S4 X-linked"
"ZNF273"	"10793"	"zinc finger protein 273"
"ZNF84"	"7637"	"zinc finger protein 84"
"MAK16"	"84549"	"MAK16 homolog"
"ZNF667"	"63934"	"zinc finger protein 667"
"AVPR1B"	"553"	"arginine vasopressin receptor 1B"
"SIRPA"	"140885"	"signal regulatory protein alpha"
"DSCR8"	"84677"	"Down syndrome critical region 8"
"GRK6"	"2870"	"G protein-coupled receptor kinase 6"
"PRIM1"	"5557"	"DNA primase subunit 1"
"MARCHF5"	"54708"	"membrane associated ring-CH-type finger 5"
"POTEH"	"23784"	"POTE ankyrin domain family member H"
"NPIPB13"	"613037"	"nuclear pore complex interacting protein family, member B13"
"AKR1B10"	"57016"	"aldo-keto reductase family 1 member B10"
"SULT1C4"	"27233"	"sulfotransferase family 1C member 4"
"CYP2A7"	"1549"	"cytochrome P450 family 2 subfamily A member 7"
"ZBTB14"	"7541"	"zinc finger and BTB domain containing 14"
"KRTAP9-9"	"81870"	"keratin associated protein 9-9"
"CD2AP"	"23607"	"CD2 associated protein"
"NUP62CL"	"54830"	"nucleoporin 62 C-terminal like"
"SFI1"	"9814"	"SFI1 centrin binding protein"
"KRTAP4-6"	"81871"	"keratin associated protein 4-6"
"TMPRSS11F"	"389208"	"transmembrane serine protease 11F"
"ZNF649"	"65251"	"zinc finger protein 649"
"ADH4"	"127"	"alcohol dehydrogenase 4 (class II), pi polypeptide"
"OR2T6"	"254879"	"olfactory receptor family 2 subfamily T member 6"
"ZNF248"	"57209"	"zinc finger protein 248"
"ENSG00000198106"	"-"	"-"
"CHSY3"	"337876"	"chondroitin sulfate synthase 3"
"TOR4A"	"54863"	"torsin family 4 member A"
"LPAR1"	"1902"	"lysophosphatidic acid receptor 1"
"MB"	"4151"	"myoglobin"
"OR2L3"	"391192"	"olfactory receptor family 2 subfamily L member 3"
"DEFB107B"	"124906743"	"defensin beta 107A"
"HIBCH"	"26275"	"3-hydroxyisobutyryl-CoA hydrolase"
"ZNF544"	"27300"	"zinc finger protein 544"
"TMEM229B"	"161145"	"transmembrane protein 229B"
"PTMAP9"	"-"	"-"
"SOWAHC"	"65124"	"sosondowah ankyrin repeat domain family member C"
"ZNF770"	"54989"	"zinc finger protein 770"
"ZNF849P"	"-"	"-"
"NPIPB6"	"728741"	"nuclear pore complex interacting protein family member B6"
"HMGN5"	"79366"	"high mobility group nucleosome binding domain 5"
"MIER1"	"57708"	"MIER1 transcriptional regulator"
"MAN1A2"	"10905"	"mannosidase alpha class 1A member 2"
"SVIP"	"258010"	"small VCP interacting protein"
"ZNF251"	"90987"	"zinc finger protein 251"
"DDRGK1"	"65992"	"DDRGK domain containing 1"
"FAM47C"	"442444"	"family with sequence similarity 47 member C"
"TFDP1"	"7027"	"transcription factor Dp-1"
"CLEC4C"	"170482"	"C-type lectin domain family 4 member C"
"ZNF607"	"84775"	"zinc finger protein 607"
"BPIFA1"	"51297"	"BPI fold containing family A member 1"
"ZNF334"	"55713"	"zinc finger protein 334"
"HSD17B11"	"51170"	"hydroxysteroid 17-beta dehydrogenase 11"
"SZT2"	"23334"	"SZT2 subunit of KICSTOR complex"
"SULT1C2"	"6819"	"sulfotransferase family 1C member 2"
"ZXDA"	"7789"	"zinc finger X-linked duplicated A"
"RPS6KL1"	"83694"	"ribosomal protein S6 kinase like 1"
"ENSG00000198211"	"-"	"-"
"CACNA1E"	"777"	"calcium voltage-gated channel subunit alpha1 E"
"OR51H2P"	"-"	"-"
"QRICH1"	"54870"	"glutamine rich 1"
"AFDN-DT"	"-"	"-"
"FKBP1C"	"642489"	"FKBP prolyl isomerase family member 1C"
"DDX42"	"11325"	"DEAD-box helicase 42"
"GUSBP13"	"-"	"-"
"RPL23A"	"6147"	"ribosomal protein L23a"
"SLC29A3"	"55315"	"solute carrier family 29 member 3"
"CYP2A7P2"	"-"	"-"
"STYX"	"6815"	"serine/threonine/tyrosine interacting protein"
"UBL5"	"59286"	"ubiquitin like 5"
"OR5BB1P"	"-"	"-"
"HELZ"	"9931"	"helicase with zinc finger"
"TMEM116"	"89894"	"transmembrane protein 116"
"KRTAP4-5"	"85289"	"keratin associated protein 4-5"
"UCKL1"	"54963"	"uridine-cytidine kinase 1 like 1"
"ENSG00000198277"	"-"	"-"
"OR5B21"	"219968"	"olfactory receptor family 5 subfamily B member 21"
"CARD11"	"84433"	"caspase recruitment domain family member 11"
"ZNF485"	"220992"	"zinc finger protein 485"
"PEG3"	"5178"	"paternally expressed 3"
"SDAD1"	"55153"	"SDA1 domain containing 1"
"BMS1P9"	"-"	"-"
"ZKSCAN8"	"7745"	"zinc finger with KRAB and SCAN domains 8"
"PHETA1"	"144717"	"PH domain containing endocytic trafficking adaptor 1"
"TMEM239"	"100288797"	"transmembrane protein 239"
"HYLS1"	"219844"	"HYLS1 centriolar and ciliogenesis associated"
"MYL4"	"4635"	"myosin light chain 4"
"ZNF442"	"79973"	"zinc finger protein 442"
"ZNF813"	"126017"	"zinc finger protein 813"
"HOXC4"	"3221"	"homeobox C4"
"DCAF12L2"	"340578"	"DDB1 and CUL4 associated factor 12 like 2"
"PIM3"	"415116"	"Pim-3 proto-oncogene, serine/threonine kinase"
"GET3"	"439"	"guided entry of tail-anchored proteins factor 3, ATPase"
"ENSG00000198358"	"101928372"	"antisense to ITLN2"
"ASPH"	"444"	"aspartate beta-hydroxylase"
"OR7A11P"	"-"	"-"
"SPRED2"	"200734"	"sprouty related EVH1 domain containing 2"
"WWP2"	"11060"	"WW domain containing E3 ubiquitin protein ligase 2"
"GFPT1"	"2673"	"glutamine--fructose-6-phosphate transaminase 1"
"UVRAG"	"7405"	"UV radiation resistance associated"
"KRTAP13-1"	"140258"	"keratin associated protein 13-1"
"ZNF26"	"7574"	"zinc finger protein 26"
"TMEM207"	"131920"	"transmembrane protein 207"
"ITSN2"	"50618"	"intersectin 2"
"NTRK1"	"4914"	"neurotrophic receptor tyrosine kinase 1"
"BZW1P2"	"-"	"-"
"OGA"	"10724"	"O-GlcNAcase"
"TATDN2P1"	"-"	"-"
"ZNF658B"	"-"	"-"
"MT1F"	"4494"	"metallothionein 1F"
"TCAF1"	"9747"	"TRPM8 channel associated factor 1"
"ZNF69"	"7620"	"zinc finger protein 69"
"TXNRD1"	"7296"	"thioredoxin reductase 1"
"NRARP"	"441478"	"NOTCH regulated ankyrin repeat protein"
"ZNF583"	"147949"	"zinc finger protein 583"
"KRTAP4-1"	"85285"	"keratin associated protein 4-1"
"CCT8L2"	"150160"	"chaperonin containing TCP1 subunit 8 like 2"
"OR14L1"	"127617"	"olfactory receptor family 14 subfamily L member 1"
"ZNF568"	"374900"	"zinc finger protein 568"
"LINC02692"	"-"	"-"
"ZXDB"	"158586"	"zinc finger X-linked duplicated B"
"ZNF480"	"147657"	"zinc finger protein 480"
"ZNF587"	"84914"	"zinc finger protein 587"
"TPM2"	"7169"	"tropomyosin 2"
"FLVCR1-DT"	"642946"	"FLVCR1 divergent transcript"
"RTP2"	"344892"	"receptor transporter protein 2"
"SH3BGRL2"	"83699"	"SH3 domain binding glutamate rich protein like 2"
"ZNF808"	"388558"	"zinc finger protein 808"
"ANKRD35"	"148741"	"ankyrin repeat domain 35"
"B3GNT6"	"11041"	"beta-1,4-glucuronyltransferase 1"
"ENSG00000198491"	"101929106"	"novel transcript"
"YTHDF2"	"51441"	"YTH N6-methyladenosine RNA binding protein F2"
"NBR2"	"10230"	"neighbor of BRCA1 lncRNA 2"
"TMA16"	"55319"	"translation machinery associated 16 homolog"
"HLA-DRB5"	"3127"	"major histocompatibility complex, class II, DR beta 5"
"ATL1"	"51062"	"atlastin GTPase 1"
"CNGA1"	"1259"	"cyclic nucleotide gated channel subunit alpha 1"
"MAFK"	"7975"	"MAF bZIP transcription factor K"
"ARMH1"	"339541"	"armadillo like helical domain containing 1"
"ZNF43"	"7594"	"zinc finger protein 43"
"GPN1"	"11321"	"GPN-loop GTPase 1"
"PLN"	"5350"	"phospholamban"
"PABPC1P2"	"-"	"-"
"C2CD4A"	"145741"	"C2 calcium dependent domain containing 4A"
"ZNF28"	"7576"	"zinc finger protein 28"
"ITGBL1"	"9358"	"integrin subunit beta like 1"
"ZNF511"	"118472"	"zinc finger protein 511"
"C20orf203"	"284805"	"chromosome 20 open reading frame 203"
"ZNF627"	"199692"	"zinc finger protein 627"
"KCNRG"	"283518"	"potassium channel regulator"
"WDHD1"	"11169"	"WD repeat and HMG-box DNA binding protein 1"
"ENSG00000198555"	"-"	"-"
"ZNF789"	"285989"	"zinc finger protein 789"
"CTNND1"	"1500"	"catenin delta 1"
"DDX39B"	"7919"	"DExD-box helicase 39B"
"SLC34A3"	"142680"	"solute carrier family 34 member 3"
"RD3"	"343035"	"RD3 regulator of GUCY2D"
"SPANXC"	"64663"	"SPANX family member C"
"SH2D1B"	"117157"	"SH2 domain containing 1B"
"ARC"	"23237"	"activity regulated cytoskeleton associated protein"
"ENSG00000198580"	"-"	"-"
"NUDT16"	"131870"	"nudix hydrolase 16"
"TLK1"	"9874"	"tousled like kinase 1"
"LRBA"	"987"	"LPS responsive beige-like anchor protein"
"APRG1"	"339883"	"APRG1 tumor suppressor candidate"
"ZNF536"	"9745"	"zinc finger protein 536"
"MMP17"	"4326"	"matrix metallopeptidase 17"
"OR2M2"	"391194"	"olfactory receptor family 2 subfamily M member 2"
"BAZ1A"	"11177"	"bromodomain adjacent to zinc finger domain 1A"
"AKR1C4"	"1109"	"aldo-keto reductase family 1 member C4"
"COPS8"	"10920"	"COP9 signalosome subunit 8"
"PPIAP22"	"-"	"-"
"CCDC69"	"26112"	"coiled-coil domain containing 69"
"MDM4"	"4194"	"MDM4 regulator of p53"
"RYR2"	"6262"	"ryanodine receptor 2"
"ZNF534"	"147658"	"zinc finger protein 534"
"KLHL9"	"55958"	"kelch like family member 9"
"FAM3D"	"131177"	"FAM3 metabolism regulating signaling molecule D"
"NCOA6"	"23054"	"nuclear receptor coactivator 6"
"STK39"	"27347"	"serine/threonine kinase 39"
"TAT"	"6898"	"tyrosine aminotransferase"
"ABHD17AP1"	"-"	"-"
"C6orf89"	"221477"	"chromosome 6 open reading frame 89"
"CALM1"	"805"	"calmodulin 2"
"LPA"	"4018"	"lipoprotein(a)"
"ENSG00000198671"	"-"	"-"
"TAFA2"	"338811"	"TAFA chemokine like family member 2"
"OR10G6"	"79490"	"olfactory receptor family 10 subfamily G member 6"
"SKIC3"	"9652"	"SKI3 subunit of superkiller complex"
"OR5BS1P"	"390313"	"olfactory receptor family 5 subfamily BS member 1 pseudogene"
"TUSC1"	"286319"	"tumor suppressor candidate 1"
"MAGEA1"	"4100"	"MAGE family member A1"
"PAPSS2"	"9060"	"3'-phosphoadenosine 5'-phosphosulfate synthase 2"
"LINC01565"	"23434"	"long intergenic non-protein coding RNA 1565"
"SLC9A6"	"10479"	"solute carrier family 9 member A6"
"FAN1"	"22909"	"FANCD2 and FANCI associated nuclease 1"
"ABCA4"	"24"	"ATP binding cassette subfamily A member 4"
"EIF1AY"	"9086"	"eukaryotic translation initiation factor 1A Y-linked"
"MT-ND6"	"4541"	"mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6"
"IPO9"	"55705"	"importin 9"
"OR10R3P"	"-"	"-"
"GPX6"	"257202"	"glutathione peroxidase 6"
"CEP290"	"80184"	"centrosomal protein 290"
"SSBP3-AS1"	"619518"	"SSBP3 antisense RNA 1"
"MT-CO2"	"4513"	"mitochondrially encoded cytochrome c oxidase II"
"GLMP"	"112770"	"glycosylated lysosomal membrane protein"
"TOGARAM1"	"23116"	"TOG array regulator of axonemal microtubules 1"
"DLL1"	"28514"	"delta like canonical Notch ligand 1"
"ANKRD13B"	"124930"	"ankyrin repeat domain 13B"
"ECI2"	"10455"	"enoyl-CoA delta isomerase 2"
"UNC13B"	"10497"	"unc-13 homolog B"
"SAXO5"	"374877"	"stabilizer of axonemal microtubules 5"
"MT-CYB"	"4519"	"mitochondrially encoded cytochrome b"
"LDB1"	"8861"	"LIM domain binding 1"
"PPP1R14C"	"81706"	"protein phosphatase 1 regulatory inhibitor subunit 14C"
"CTR9"	"9646"	"CTR9 homolog, Paf1/RNA polymerase II complex component"
"SMOC1"	"64093"	"SPARC related modular calcium binding 1"
"F5"	"2153"	"coagulation factor V"
"MSRB1"	"51734"	"methionine sulfoxide reductase B1"
"SMIM11P1"	"-"	"-"
"LRRTM3"	"347731"	"leucine rich repeat transmembrane neuronal 3"
"ZNF652"	"22834"	"zinc finger protein 652"
"SMURF1"	"57154"	"SMAD specific E3 ubiquitin protein ligase 1"
"SLC5A3"	"6526"	"solute carrier family 5 member 3"
"MTCO3P12"	"-"	"-"
"GPATCH3"	"63906"	"G-patch domain containing 3"
"CDC42BPB"	"9578"	"CDC42 binding protein kinase beta"
"PLXNB3"	"5365"	"plexin B3"
"OXCT2"	"64064"	"3-oxoacid CoA-transferase 2"
"RPL10A"	"4736"	"ribosomal protein L10a"
"COLGALT2"	"23127"	"collagen beta(1-O)galactosyltransferase 2"
"EPS8L3"	"79574"	"EPS8 like 3"
"EGFL6"	"25975"	"EGF like domain multiple 6"
"MT-ND2"	"4536"	"mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 2"
"SYCP1"	"6847"	"synaptonemal complex protein 1"
"APCDD1L"	"164284"	"APC down-regulated 1 like"
"RCSD1"	"92241"	"RCSD domain containing 1"
"RASSF9"	"9182"	"Ras association domain family member 9"
"FAM169A"	"26049"	"family with sequence similarity 169 member A"
"ZNF830"	"91603"	"zinc finger protein 830"
"GRIN3A"	"116443"	"glutamate ionotropic receptor NMDA type subunit 3A"
"MT-ND5"	"4540"	"mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5"
"OR7E103P"	"-"	"-"
"MUC2"	"4583"	"mucin 2, oligomeric mucus/gel-forming"
"CNOT7"	"29883"	"CCR4-NOT transcription complex subunit 7"
"TMEM184B"	"25829"	"transmembrane protein 184B"
"MTOR"	"2475"	"mechanistic target of rapamycin kinase"
"SCAMP5"	"192683"	"secretory carrier membrane protein 5"
"ZNF521"	"25925"	"zinc finger protein 521"
"ALPK2"	"115701"	"alpha kinase 2"
"BRINP2"	"57795"	"BMP/retinoic acid inducible neural specific 2"
"MAGEB3"	"4114"	"MAGE family member B3"
"LRIG2"	"9860"	"leucine rich repeats and immunoglobulin like domains 2"
"MT-CO1"	"4512"	"mitochondrially encoded cytochrome c oxidase I"
"PNP"	"4860"	"purine nucleoside phosphorylase"
"PAX9"	"5083"	"paired box 9"
"LRRC10"	"376132"	"leucine rich repeat containing 10"
"GK"	"2710"	"glycerol kinase"
"FOXJ3"	"22887"	"forkhead box J3"
"ZNF358"	"140467"	"zinc finger protein 358"
"SFT2D1"	"113402"	"SFT2 domain containing 1"
"CD247"	"919"	"CD247 molecule"
"GRM3"	"2913"	"glutamate metabotropic receptor 3"
"CHAMP1"	"283489"	"chromosome alignment maintaining phosphoprotein 1"
"INPP5F"	"22876"	"inositol polyphosphate-5-phosphatase F"
"ARHGAP11A"	"9824"	"Rho GTPase activating protein 11A"
"SUCNR1"	"56670"	"succinate receptor 1"
"HMGN2"	"3151"	"high mobility group nucleosomal binding domain 2"
"SELENOM"	"140606"	"selenoprotein M"
"UBE2J1"	"51465"	"ubiquitin conjugating enzyme E2 J1"
"GJC2"	"57165"	"gap junction protein gamma 2"
"OPA1"	"4976"	"OPA1 mitochondrial dynamin like GTPase"
"DENND4B"	"9909"	"DENN domain containing 4B"
"RYR3"	"6263"	"ryanodine receptor 3"
"ZNF277"	"11179"	"zinc finger protein 277"
"MT-ND3"	"4537"	"mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3"
"KTI12"	"112970"	"KTI12 chromatin associated homolog"
"STYXL2"	"92235"	"serine/threonine/tyrosine interacting like 2"
"SELENOT"	"51714"	"selenoprotein T"
"ARHGEF15"	"22899"	"Rho guanine nucleotide exchange factor 15"
"TOX"	"9760"	"thymocyte selection associated high mobility group box"
"CES1"	"1066"	"carboxylesterase 1"
"CD3E"	"916"	"CD3 epsilon subunit of T-cell receptor complex"
"RUSC2"	"9853"	"RUN and SH3 domain containing 2"
"KPLCE"	"100129271"	"KPRP N-terminal and LCE C-terminal like protein"
"FICD"	"11153"	"FIC domain protein adenylyltransferase"
"OSTC"	"58505"	"oligosaccharyltransferase complex non-catalytic subunit"
"HSD3BP5"	"-"	"-"
"R3HDM4"	"91300"	"R3H domain containing 4"
"TSEN15"	"116461"	"tRNA splicing endonuclease subunit 15"
"LTN1"	"26046"	"listerin E3 ubiquitin protein ligase 1"
"RUNDC1"	"146923"	"RUN domain containing 1"
"CCDC152"	"100129792"	"coiled-coil domain containing 152"
"MTND4LP30"	"-"	"-"
"STKLD1"	"169436"	"serine/threonine kinase like domain containing 1"
"GRK5"	"2869"	"G protein-coupled receptor kinase 5"
"TYW1"	"55253"	"tRNA-yW synthesizing protein 1 homolog"
"DCAF12"	"25853"	"DDB1 and CUL4 associated factor 12"
"SFMBT2"	"57713"	"Scm like with four mbt domains 2"
"ASB12"	"142689"	"ankyrin repeat and SOCS box containing 12"
"PNMA5"	"114824"	"PNMA family member 5"
"ITPRIPL1"	"150771"	"ITPRIP like 1"
"MT-ND4"	"4538"	"mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4"
"SMC5"	"23137"	"structural maintenance of chromosomes 5"
"MT-ND1"	"4535"	"mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 1"
"DCAF12L1"	"139170"	"DDB1 and CUL4 associated factor 12 like 1"
"PRMT6"	"55170"	"protein arginine methyltransferase 6"
"SHISA4"	"149345"	"shisa family member 4"
"CIPC"	"85457"	"CLOCK interacting pacemaker"
"CAPZA2"	"830"	"capping actin protein of muscle Z-line subunit alpha 2"
